,Location,Year,Avg_MinTemp,Avg_MaxTemp,Avg_Rainfall,Avg_Evaporation,Avg_Sunshine,Avg_WindSpeed,RainyDays_Percent,HeavyRain_Percent,Rainfall_std,Avg_TempRange,TempRange_std
214,MountGambier,2013,8.689317507418398,19.46439169139466,2.427299703264095,3.3716417910447762,6.077014925373134,44.51343283582089,0.5727002967359051,0.017804154302670624,4.80696073998363,10.77507418397626,5.246441714545511
215,MountGambier,2014,8.83095890410959,20.472602739726028,1.7517808219178082,3.6545454545454543,6.675069252077562,42.622478386167145,0.4575342465753425,0.010958904109589041,4.558011706990204,11.641643835616438,5.799575347683464
216,MountGambier,2015,8.53972602739726,20.03178082191781,1.4235616438356165,3.563085399449036,6.389315068493151,43.72054794520548,0.5013698630136987,0.00821917808219178,3.6551925167887522,11.492054794520548,5.9430647916599755
217,MountGambier,2016,8.968870523415978,19.439118457300275,2.5305555555555554,3.9479729729729724,6.95929203539823,43.98314606741573,0.5509641873278237,0.01928374655647383,5.989308926538837,10.470247933884297,5.186062568652956
218,MountGambier,2017,10.105357142857143,21.65297619047619,1.8378048780487803,,,38.423312883435585,0.44970414201183434,0.011834319526627219,5.512665622767475,11.559880239520957,5.306986301096781
219,MountGinini,2008,5.787096774193548,15.59032258064516,3.1548387096774193,,,,0.5483870967741935,0.03225806451612903,8.59002672520784,9.803225806451612,2.7613383072908375
220,MountGinini,2009,3.69198717948718,11.797575757575757,2.848780487804878,,,51.28217821782178,0.45348837209302323,0.0377906976744186,6.423508885192752,8.064590163934426,3.9433978693284284
221,MountGinini,2010,3.5143382352941175,11.269759450171822,5.8745901639344265,,,46.82014388489208,0.436426116838488,0.09621993127147767,13.31113622377777,7.920220588235295,3.6010857253536424
222,MountGinini,2011,3.3570987654320987,11.015030674846626,4.10314465408805,,,44.782208588957054,0.4601226993865031,0.06441717791411043,11.099819087300805,7.7253086419753085,3.475305394129239
223,MountGinini,2012,2.8292604501607714,10.845222929936305,3.8440000000000003,,,45.72292993630573,0.60828025477707,0.054140127388535034,11.344124523470873,8.102893890675242,3.402839135049888
224,MountGinini,2013,3.183132530120482,11.767267267267266,2.4515151515151516,,,47.945945945945944,0.4294294294294294,0.036036036036036036,7.156667187688138,8.612349397590362,4.010831018708476
225,MountGinini,2014,3.9850828729281766,12.438397790055248,2.4299999999999997,,,45.08659217877095,0.3370165745856354,0.027624309392265192,6.419433413330914,8.453314917127072,3.921671099970263
226,MountGinini,2015,3.5104109589041093,11.650684931506849,2.2745205479452055,,,44.19178082191781,0.3452054794520548,0.03287671232876712,6.24638203878367,8.140273972602738,3.5233436497428623
227,MountGinini,2016,3.8306849315068496,11.69205479452055,3.763186813186813,,,47.854395604395606,0.4301369863013699,0.052054794520547946,9.293480445826555,7.8613698630136986,3.744551101732338
228,MountGinini,2017,5.523863636363637,14.090909090909092,1.8818181818181818,,,42.36571428571428,0.3125,0.017045454545454544,7.5083579403914245,8.567045454545454,3.4372986599831656
229,Newcastle,2008,17.335714285714285,28.282758620689656,1.4516129032258065,,,,0.1935483870967742,0.03225806451612903,5.602610758550692,10.876923076923077,4.299610000203059
230,Newcastle,2009,13.930498533724341,24.359593023255815,2.7279452054794517,,,,0.29041095890410956,0.03287671232876712,10.508582959712744,10.347706422018348,4.208476612529783
231,Newcastle,2010,14.286601307189542,23.73373493975904,2.881284916201117,,,,0.41899441340782123,0.04748603351955307,7.766664492300557,9.740133779264214,3.7372954343015343
232,Newcastle,2011,13.341496598639456,23.418730158730156,3.79907120743034,,,,0.4074074074074074,0.07098765432098765,9.816554929681814,10.23006993006993,3.6775284409082567
233,Newcastle,2012,12.117993079584775,23.064495114006515,2.7716129032258063,,,,0.3113207547169811,0.03773584905660377,7.7975413504390625,10.70752688172043,3.972782487906583
234,Newcastle,2013,12.892,24.4375,3.4885448916408666,,,,0.345679012345679,0.04938271604938271,12.758809843454273,11.626643598615917,4.270686926063965
235,Newcastle,2014,13.68259587020649,24.071428571428573,2.515211267605634,,,,0.43977591036414565,0.04201680672268908,6.408918102187815,10.385060975609756,3.5748000088542353
236,Newcastle,2015,13.73202416918429,23.97227138643068,3.6582857142857144,,,,0.4406779661016949,0.03672316384180791,14.75978728962714,10.176898734177216,4.003078720248495
